DEGREE_PROGRAMME,COMPANY_NAME, LOCATION, CONTACT
Electronics and computer engineering,Henwaig Construction,Eldoret / Regional,Phone: +254 722 751147)
Electronics and computer engineering,KETRACO Suswa SuStatisticsation,"Kawi Complex, South C, Nairobi",info@ketraco.co.ke
Electronics and computer engineering,George Jordan Farm Limited,Nairobi / Naivasha,Phone: +254 722 841525)
Electronics and computer engineering,Power Hub Consultant,"PowerHub Center, Eastern Bypass, Ruiru",info@powerhub.co.ke
Electronics and computer engineering,Homa Bay County Hospital ICT,"Homa Bay School Road, Homa Bay",info@hbctrh.or.ke
Electronics and computer engineering,KenGen Kindaruma Station,Embu / Machakos,pr@kengen.co.ke
Electronics and computer engineering,Icom Technologies Limited,"City Tower, Nairobi",info@icomtechsolution.com
Electronics and computer engineering,KenGen Kipevu Power Station,"P.O. Box 80801, Mombasa",pr@kengen.co.ke
Electronics and computer engineering,Arkedge Limited,Nairobi,info@arkedge.com
Electronics and computer engineering,"Mabati Rolling Mills, MOMBASA","Mariakani, Mombasa",info@mabati.com
Electronics and computer engineering,REREC,"Kawi Complex, South C, Nairobi",info@rerec.co.ke
Electronics and computer engineering,"Maisha Mabati Limited, Ruiru","Ruiru Kamiti Road, Nairobi",sales@maishamabati.com
Electronics and computer engineering,Kenya Broadcasting Corporation,"Harry Thuku Road, Nairobi",feedback@kbc.co.ke
Electronics and computer engineering,Falcon Refrigeration Services,Nairobi,falconrigerationservices@gmail.com
Electronics and computer engineering,"ACFE, Kenya Chapter","P.O. Box 10780, Nairobi",info@thimpress.com
Electronics and computer engineering,NEXT TECHNOLOGIES LTD,"Applewood Park, Kilimani, Nairobi",info@next.co.ke
Electronics and computer engineering,KPLC NAIROBI,"Stima Plaza, Kolobot Road, Nairobi",customercare@kplc.co.ke
Electronics and computer engineering,ELIAS ICT,"Kabarnet - Iten Road, Kabarnet",Phone: +254 710 630 629
Electronics and computer engineering,LISH LIMITED,Nairobi,contact@lishfood.com
Electronics and computer engineering,JAMES FINLAYS LIMITED,Kericho / Mombasa,info.kenya@finlays.net
Electronics and computer engineering,Postal Co-operation (POSTA),"Posta House, Nairobi",info@posta.co.ke
Electronics and computer engineering,FIRESIDE ENGINEERING GROUP,"Lower Kabete, Nairobi",info@fireside.co.ke
Electronics and computer engineering,Tea Research Institute,Kericho,info@tearesearch.or.ke
Electronics and computer engineering,KENYATTA NATIONAL HOSPITAL,"Hospital Road, Nairobi",knhadmin@knh.or.ke
Electronics and computer engineering,Electromag Engineering Co Ltd,"Mombasa Road, Nairobi",info@electromag.co.ke
Electronics and computer engineering,NAIROBI COUNTY GOVT,"City Hall, Nairobi",info@nairobi.go.ke
Electronics and computer engineering,EGYPRO EAST AFRICA LIMITED,"Piemond Plaza, Ngong Road, Nairobi",contact@egypro.com
Electronics and computer engineering,FADLAD WINAM,"Kibos Road, Kisumu",info@fablabwinam.org
Electronics and computer engineering,KIGARI TEACHERS COLLEGE,Embu,info@ktc.ac.ke
Electronics and computer engineering,GLITEX SOLUTION,Nairobi,info@glitexsolutions.co.ke
Electronics and computer engineering,G-TECH Ltd,Nairobi,info@g-tech.co.ke
Electronics and computer engineering,Kenya Civil Aviation Authority,"Aviation House, JKIA, Nairobi",info@kcaa.or.ke
Electronics and computer engineering,BULSHOFIBER LINK LIMITED,"Eastleigh, Nairobi",Phone: +254 740 501 501
Electronics and computer engineering,Kericho County ICT Centre,Kericho Town,info@kericho.go.ke
Electronics and computer engineering,ESSYK BUILDING SOLUTIONS,Nairobi,info@essyk.com
Electronics and computer engineering,PRICOMPS Ltd,Nairobi,info@pricomps.com
Electronics and computer engineering,Meward Technologies,Nairobi,info@meward.co.ke
Electronics and computer engineering,AWASAM ONLINE EXPERTS,Nairobi,info@awasam.co.ke
Electronics and computer engineering,Jackim Electrical,Nairobi,info@jackimelectrical.co.ke
Electronics and computer engineering,LAIKIPIA PRIME POWER,Nanyuki,Phone: +254 722 815077
Electronics and computer engineering,Soliton Telmec Limited,"Soliton House, Nairobi",info@soliton.co.ke
Electronics and computer engineering,Dedan Kimathi University,"Nyeri - Mweiga Road, Nyeri",info@dkut.ac.ke
Electronics and computer engineering,E-tacle Developers Kenya,Nairobi,info@etacle.com
Electronics and computer engineering,Mariton Ventures Limited,Nairobi,info@mariton.co.ke
Electronics and computer engineering,Proteq Automation,Nairobi,info@proteq.co.ke
Electronics and computer engineering,Tech Home East Africa,Nairobi,info@techhomeea.com
Construction and property management,BOMACO CONSTRUCTION LTD,"Box 2200, Eldoret / Nakuru",info@bomaco.com.tr
Construction and property management,Top Choice Surveillance Ltd,"Valley View Office Park, City Park Dr, Nairobi",info@topchoice.co.ke
Construction and property management,Ostrich Engineering Services,"Likoni Rd, Industrial Area, Nairobi / Embu",scales@ostrichscales.com 
Construction and property management,Lushic Enterprises Limited,Nairobi / Regional,Lushcustomercarekenya@tolaram.com
Construction and property management,Afrik Engineering Ltd,Nairobi,Phone: +254 713 000000)
Construction and property management,Cheki Company Ltd,"Grosvenor Suite, 14 Riverside Drive, Nairobi",info@cheki.co.ke
Construction and property management,Agricultural Finance Corporation,"Development House, Moi Avenue, Nairobi",info@agrifinance.org
Construction and property management,Twin Concrete Works Ltd,Nanyuki,Phone: 0714 652877)
Construction and property management,Nyeri County Transport Dept,Nyeri Town,nyerigovernormedia@gmail.com
Construction and property management,RS Construction & Management,London / Nairobi,info@rs-construction.com
Construction and property management,Centrip Company Limited,Nairobi,help@centtrip.com
Construction and property management,Drilmatic Infrastructure Ltd,"Daykio Plaza, Ngong Rd, Nairobi",info@drilmatic.co.ke
Construction and property management,National Construction Authority,"KCB Towers, Nairobi / Nakuru",info@nca.go.ke
Construction and property management,Kenya National Highway Auth (MTRD),"Barabara Plaza, Jomo Kenyatta Intl Airport, Nairobi",dg@kenha.co.ke
Construction and property management,Frejed Engineering Services Limited,"Ramco Court, Mombasa Road, Nairobi",info@frejed.co.ke
Construction and property management,Mountain Home Construction Ltd,"Nairobi, Kenya",mountainhomeconst01@gmail.com
Construction and property management,Alliance Realtor Ltd,"Salama House, Mama Ngina St, Nairobi",alliancerealtors@gmail.com
Construction and property management,Nairobi Hospice,"P.O Box 74818-00200 City Sq, Nairobi",info@nairobihospice.or.ke
Construction and property management,Pacific Projects Ltd,"Dune Plaza 1st Floor, Ruai, Kangundo Rd",info@pacificprojects.co.ke
Construction and property management,"Dune Pizza, Ruai Town","Dune Plaza, Ruai Town",Phone: 0722111816)
Construction and property management,Makueni County Government,"Department of Infrastructure, Wote",transport@makueni.go.ke
Construction and property management,Denca Contractors Limited,"Nairobi, Kenya",info@dencacontractorsltd.co.ke
Construction and property management,Starehe Point - Shyam General,"General Waruinge Road, Starehe, Nairobi",Phone: +254745474747)
Construction and property management,Rai Cement,"Awasi, Kisumu County, Kenya",sales@raicement.com
Construction and property management,Laxminarayan Builders Ltd,"Third Floor, Radha Encalave, South Goa",sales@lakshminarayanbuilders.com
Construction and property management,Nutriscope Ltd,"400 Applewood Crescent, Vaughan, Ontario",website: nutriscope.ca
Construction and property management,Creation Projects Ltd,"P.O. Box 940-90200, Kerugoya",creationprojects@gmail.com
Construction and property management,Nightingale(EA)LTD,P.O. Box 11873-00400 Nairobi,info@nca.go.ke for complaints)
Construction and property management,Belfast Engineering Works,Embu / Nairobi,Phone: +254 722 841525)
Construction and property management,Vanscon Construction Ltd,"Laxcon Court Plaza, Nairobi",info@vesconcltd.com 
Construction and property management,State Dept. of Public Works Siaya,"Siaya Town, Siaya County",info@siaya.go.ke 
Construction and property management,Koya Building & Construction,"Kose Heights, Argwings Kodhek Rd, Nairobi",info@koyaadvocates.co.ke 
Construction and property management,JOHWAT HOLDING LIMITED,NULL,Not provided
Construction and property management,Vibrant Construction Limited,"Tom Mboya Street, Nairobi",info@vibrant.co.ke 
Construction and property management,cresent construction ltd,NULL,Not provided
Construction and property management,Real Contractors Limited,"Links Road, Nyali Centre, Mombasa",info@realconst.co.ke
Construction and property management,Epco Builders Ltd,"Falcon Road, Industrial Area, Nairobi",info@epco.co.ke
Construction and property management,Perng Ventures Limited,"Karen Road, Nairobi",sorioki@progenyventures.co.ke 
Construction and property management,Haft Studio Ltd,"Link Road, Karen, Nairobi",info@haftstudio.ke 
Construction and property management,Trapoz Asphalt Limited,"Mandera Rd, Kileleshwa, Nairobi",info@trapozasphalt.co.ke 
Construction and property management,Sichuan Huashi Enterprise,"Korongo Road, Nairobi",info@kingsprideproperties.co.ke 
Textile technology,Knitstar Enterprises Ltd,729557653,Ruiru
Textile technology,Hela Intimates,729557653,Ruiru
Textile technology,EPZ,110837214,Athi River-EPZ
Textile technology,Thika Cloth Mills Ltd,721320665,Murang’a- Mukuyu market
Textile technology,Onyango Tailoring and Design,790003006,"Thika –Factory Road, opposite U.T.I  "
Textile technology,Kamji Computer Graphics,795589966,Kutus 
Textile technology,Omosh Jadina Fashion and Design,727649855,Karatina-Kimathi Street
Textile technology,Check Point Tailors,793776963,Kutus near main stage
Textile technology,Esterita Fashion,795305251,Thika-Alisa Plaza
Textile technology,Ukweli Uniform Self Selection,746194422,Kisii
Textile technology,Ayiso Bey Enterprises,726285182,Maua-Kaathene area
Textile technology,Bedi Investments Ltd. Company,729761450,Eldama Ravine – Sobak Hotel
Textile technology,United Aryan EPZ Ltd ,710894620,Chuka- Opposite Chuka High 
Textile technology,Manchurian Garments,711950907,Naivasha 
Textile technology,Elegant Textile & Fashion,794273097,Nyeri –Kuku Lane
Textile technology,Bonnie M. Fashion Centre,714075357,Nairobi- Mfangano House
Textile technology,Ann Wangui Designs,722029909,Nakuru- Industrial Area
Textile technology,Fashion Universe Tailors,722202092,Nairobi-Village Market 
Textile technology,Satillite Quick Tailors,716155355,Kutus- Near Kwanjogu Supermarket
Textile technology,Ebenezer Fashion Designer ,714772175,Embu-  Maathai Supermarket 5th floor
Textile technology,Koco Design Shop,720543539,Kabati--Rd near Kabati Flyover School
Textile technology,Fashion Universe  House,733198264,Nairobi- Kayole Mihan’go stage
Textile technology,Modecai Fashions,715296648,Kerugoya- Near Kerugoya Law Courts
Textile technology,Natalisha Fashion,0722565098/0751156886,Thika-Kimathi Estate
Textile technology,Mama Njambi Enterprise,711211174,Kitui- Ikanga Shopping Centre
Textile technology,Akiwa Designs,7410571808,Kagio- Around the market
Textile technology,Mary Mother of God Dressmaking and Tailoring School,745242858,Kutus- Alongiamiri Chemist
Textile technology,United Aryan (EPZ) Textile Ltd,716046638,Nairobi- Dandora Phase 4
Textile technology,Darad Shopping Centre,757720358,Kitui-    Kisasi Fashion Universe  House 
Textile technology,Sunhome Enterprise,0729556695/0737618113,"Nairobi-Ongata Rongai, next to Tuskys "
Textile technology,Esterita Universal Clothing,722914951,Kutus- Along Iruwak Supermarket Way
Textile technology,Lee Clothing,720919606,Kutus- Next to Kentcom Cyber
Textile technology,Ann’s Fashion House,706533240,Nakuru- CBD 
Textile technology,Ndunge Classic,706210194,Along Daisha Mombasa- Mtwapa road
Textile technology,Hope Uniforms,734666001,Nairobi- Thika Road Allsops
Textile technology,Mwambayanyundo Vocational Training Centre,714842148,Ukunda-Along Beach Road
Textile technology,Hola Vocational Training Centre,720308311,Nyeri -Sir George Building   
Textile technology,Voi Vocational Training Centre,710894620,Chuka- On the way to Chuka Boys
Textile technology,Ukala Vocational Training College,727257350,Thika- Makongeni 
Textile technology,Kakuyunu Vocational Training Centre,722561567,Nanyuki- Rentile House 
Textile technology,Gede Vocational Training Centre,702418182,Matuu-Opposite Gachanja Muhoro Ltd      
Textile technology,Chaan Weddings Bride Corner,O726750102,Nairobi- Kayole
Textile technology,Rivatex East Africa,737599697,Kilifi- Kaloleni
Textile technology,Garsen Vocational training Centre,712128884,Hola- Bura- Hola Road 
Textile technology,Sokoni Vocational Training Centre,712489673,Voi-along Tsavo East Road  
Textile technology,Ukunda Youth Polytechnic,716518978,Makueni-Kikima market 
Textile technology,Kware Vocational Training Centre,733743289,Malindi- Along jirore Road
Textile technology,Lare Vocational Training centre,720740802,Gede Market-off Mombasa-Malindi highway
Textile technology,Musengo Vocational Centre,710223706,Nyahururu- Koinange Street 
Textile technology,Nyeri National Polytechnic,532030901,"Eldoret-Kipkaren Road, Pioneer Estate "
Textile technology,Mama Mutuma Tailoring,721692018,Garsen Mijila- off Hola main highway 
Textile technology,Murugi Fashions,724658180,Kilifi   Kiwandani- Sokoni 
Textile technology,Susan Fashion Centre,725517139,Ukunda-along Likoni -Lunga Lunga Road 
Textile technology,Rehoboth  Designs,782191799,"Nakuru-Rongai, opposite ngoga Farm"
Textile technology, Stall 27,701906398,Njooro-Nakuru off Mau Narok Road
Textile technology,Thika Cloth Mills,714275371,"Kabati- Musengo Road,Off Kitui  highway"
Textile technology,Light Tailoring,724477942,Nyeri- Mumbi estate along Mumbi Road
Textile technology,Majongo Tailoring,729780566,Meru Makutano 
Textile technology,Ndinda Fashion Design,722933628,Embu Neema Plaza near Neema pharmacy   
Textile technology,Upendo Fashion &Tailoring ,729489638,Kutus-Mjini
Textile technology,Michael’s Designs,729006445,Kutus-Mjini
Textile technology,Joyce Clothing,722606784,Kariobangi South Market
Textile technology,Alphatex Wears,020-3744930,Thika –off Garissa Road
Textile technology,Satellite Quick Tailors,741402035,Kerugoya- Fidelity Building 
Textile technology,Watiti Designs,797986032,Nairobi- Utawala 
Textile technology,Sunflag Textile & Knitwear Mills Ltd,748683397,Nairobi- Langata 
Textile technology,Cherryfield Company,792020943,Along Meru-Maua road
Textile technology,Thread Africa,783480039,Opposite Muchfurn Ent
Textile technology,Lucy Fashion and Designer,723410400,"Thika- U.T.I., Factory Rd."
Textile technology,Lawdam Textitiles,791918972,Nairobi- Langata Otiende Area   
Textile technology,Galant Corporate International Ltd,720113990,Muranga Town behind Cooperative Bank
Textile technology,Panaito Textile and Clothing,710571808,Kagio
Textile technology,Triza Designs Shop,769402571,Kutus
Textile technology,SET Fashions and Embroidery,0724214355/0735101555,Nairobi- Kitui Road Industrial Area
Textile technology,Mama Salome Tailoring shop,736790529,Nairobi-Runyenjes Rd 
Textile technology,Janet Fashions,702670850,Nairobi Kahawa Wendani
